Matricula_Aluno,Count,Country,State,Cidade,CEP,Lat Long,Latitude,Longitude,Genero,Aluno_Bolsista,Responsavel_com_Parceiro,Aluno_Possui_Dependentes,Meses_na_Escola,Participa_Atividade_Extra,Multiplas_Atividades_Extra,Modalidade_Ensino,Apoio_Psicopedagogico,Reforco_Escolar,Seguro_Material_Didatico,Suporte_TI_Plataforma,Acesso_Aulas_Gravadas,Acesso_Biblioteca_Digital,Tipo_Contrato_Matricula,Comunicados_Digitais,Forma_Pagamento_Mensalidade,Valor_Mensalidade,Total_Pago_Curso,Situacao,Desistencia,Risco_de_Desistencia,Valor_Total_Esperado_Aluno,Churn Reason
1020-JPQOW,1,United States,California,Angwin,94508,"38.542448, -122.419923",38.542448,-122.419923,Female,Não,Sim,Não,56,Sim,Sim,Híbrido,Não,Sim,Sim,Sim,Não,Não,Mensal,Não,Boleto Digital,90.55,5116.6,Ativo,0,63,6161,
4801-JZAZL,1,United States,California,Angelus Oaks,92305,"34.1678, -116.86433",34.1678,-116.86433,Female,Não,Sim,Sim,11,Não,Não participa,Presencial,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,29.6,346.45,Ativo,0,59,2793,
6377-KSLXC,1,United States,California,Fair Oaks,95628,"38.652065, -121.25441",38.652065,-121.25441,Male,Não,Não,Não,5,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,19.95,107.05,Ativo,0,20,4281,
4177-JPDFU,1,United States,California,Redcrest,95569,"40.363446, -123.835041",40.363446,-123.835041,Male,Não,Não,Não,12,Não,Não participa,Presencial,Não,Sim,Não,Sim,Não,Não,Mensal,Não,Boleto Impresso,34.0,442.45,Ativo,0,39,3215,
2672-HUYVI,1,United States,California,Newman,95360,"37.343846, -121.039391",37.343846,-121.039391,Female,Não,Não,Não,6,Sim,Não,Híbrido,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto Digital,91.1,455.3,Desistente,1,68,2266,Long distance charges
9317-WZPGV,1,United States,California,Paskenta,96074,"39.884395, -122.587513",39.884395,-122.587513,Female,Sim,Não,Não,2,Sim,Não,Híbrido,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito Automático,79.75,159.4,Desistente,1,77,4038,Extra data charges
2931-XIQBR,1,United States,California,Kelseyville,95451,"38.93496, -122.792243",38.93496,-122.792243,Female,Não,Sim,Sim,50,Sim,Não,Híbrido,Não,Não,Sim,Sim,Sim,Sim,Anual,Não,Boleto Impresso,103.05,5153.5,Ativo,0,72,5905,
3481-JHUZH,1,United States,California,Forks Of Salmon,96031,"41.232128, -123.194748",41.232128,-123.194748,Male,Não,Sim,Não,41,Sim,Sim,Híbrido,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,80.25,3439,Ativo,0,49,5757,
3638-VBZTA,1,United States,California,Baldwin Park,91706,"34.098275, -117.967399",34.098275,-117.967399,Male,Não,Não,Não,68,Sim,Sim,Presencial,Sim,Sim,Não,Sim,Sim,Sim,Plano de Ciclo Completo,Sim,Débito Automático,86.5,5882.75,Ativo,0,45,4280,
8212-CRQXP,1,United States,California,Alviso,95002,"37.449537, -121.994813",37.449537,-121.994813,Female,Não,Sim,Não,22,Sim,Não,Híbrido,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cartão de Crédito Recorrente,80.0,1706.45,Ativo,0,80,2640,
1784-EZDKJ,1,United States,California,Hemet,92544,"33.644585, -116.871544",33.644585,-116.871544,Male,Não,Sim,Não,51,Sim,Sim,Híbrido,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Débito Automático,106.8,5498.8,Ativo,0,33,4640,
2925-MXLSX,1,United States,California,Chula Vista,91911,"32.607964, -117.059459",32.607964,-117.059459,Female,Não,Não,Não,30,Sim,Sim,Presencial,Não,Sim,Sim,Não,Sim,Não,Anual,Sim,Cartão de Crédito Recorrente,68.95,2038.7,Ativo,0,30,4403,
6906-MPARY,1,United States,California,Redondo Beach,90277,"33.830453, -118.384565",33.830453,-118.384565,Male,Não,Não,Não,40,Sim,Não,Híbrido,Não,Sim,Não,Sim,Não,Sim,Anual,Sim,Cartão de Crédito Recorrente,89.6,3488.15,Ativo,0,22,2524,
6196-HBOBZ,1,United States,California,Winnetka,91306,"34.209532, -118.577563",34.209532,-118.577563,Male,Não,Sim,Não,65,Sim,Sim,Híbrido,Sim,Sim,Sim,Não,Sim,Não,Plano de Ciclo Completo,Sim,Boleto Digital,99.35,6347.55,Ativo,0,80,6300,
8395-ETZKQ,1,United States,California,Sacramento,95841,"38.660442, -121.346321",38.660442,-121.346321,Male,Sim,Sim,Sim,68,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Não,Débito Automático,19.5,1193.55,Ativo,0,51,5443,
5424-RLQLC,1,United States,California,Bonsall,92003,"33.290907, -117.202895",33.290907,-117.202895,Male,Não,Não,Não,10,Sim,Não,Presencial,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Boleto Impresso,59.65,638.95,Ativo,0,20,2385,
2434-EEVDB,1,United States,California,California City,93505,"35.151491, -117.927597",35.151491,-117.927597,Female,Não,Sim,Não,64,Sim,Sim,Híbrido,Sim,Não,Sim,Não,Sim,Não,Plano de Ciclo Completo,Sim,Cartão de Crédito Recorrente,94.6,5948.7,Ativo,0,26,5038,
1502-XFCVR,1,United States,California,Los Angeles,90038,"34.088017, -118.327168",34.088017,-118.327168,Female,Não,Não,Não,58,Sim,Não,Híbrido,Sim,Sim,Sim,Não,Sim,Sim,Anual,Sim,Boleto Digital,106.45,6145.85,Desistente,1,82,5902,Competitor offered higher download speeds
4451-RWASJ,1,United States,California,Lagunitas,94938,"38.021772, -122.691744",38.021772,-122.691744,Male,Não,Sim,Sim,15,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Sim,Boleto Impresso,19.5,239.75,Ativo,0,59,5471,
9558-IHEZX,1,United States,California,Litchfield,96117,"40.507272, -120.338228",40.507272,-120.338228,Female,Não,Não,Não,71,Sim,Sim,Híbrido,Sim,Sim,Sim,Não,Sim,Sim,Plano de Ciclo Completo,Sim,Cartão de Crédito Recorrente,106.75,7283.25,Ativo,0,32,5610,
7295-JOMMD,1,United States,California,San Jose,95135,"37.28682, -121.723877",37.28682,-121.723877,Female,Não,Não,Não,4,Sim,Não,Híbrido,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito Automático,98.1,396.3,Desistente,1,87,2895,Competitor made better offer
7301-ABVAD,1,United States,California,Valley Village,91607,"34.165783, -118.399795",34.165783,-118.399795,Female,Não,Não,Não,72,Sim,Sim,Presencial,Não,Sim,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Não,Débito Automático,86.6,6350.5,Ativo,0,37,4530,
0148-DCDOS,1,United States,California,Planada,95365,"37.329725, -120.306399",37.329725,-120.306399,Male,Não,Não,Não,25,Sim,Sim,Híbrido,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito Automático,94.7,2362.1,Desistente,1,82,5641,Price too high
1121-QSIVB,1,United States,California,Bakersfield,93309,"35.342891, -119.064803",35.342891,-119.064803,Female,Não,Não,Sim,44,Sim,Sim,Presencial,Não,Sim,Não,Não,Sim,Sim,Anual,Sim,Boleto Impresso,77.55,3471.1,Ativo,0,43,5044,
0867-LDTTC,1,United States,California,Sacramento,95830,"38.490508, -121.284171",38.490508,-121.284171,Male,Não,Não,Não,5,Sim,Não,Presencial,Não,Não,Sim,Sim,Sim,Sim,Mensal,Não,Débito Automático,75.15,392.65,Ativo,0,68,5900,
1518-OMDIK,1,United States,California,Rohnert Park,94928,"38.34719, -122.697822",38.34719,-122.697822,Male,Não,Sim,Não,33,Sim,Não,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito Recorrente,44.55,1462.6,Ativo,0,28,2422,
1406-PUQVY,1,United States,California,Madison,95653,"38.674276, -121.961866",38.674276,-121.961866,Male,Não,Não,Sim,1,Sim,Não,Presencial,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,49.9,49.9,Ativo,0,39,3239,
6986-IXNDM,1,United States,California,Three Rivers,93271,"36.413433, -118.854708",36.413433,-118.854708,Male,Não,Não,Não,14,Sim,Não,Híbrido,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto Digital,92.9,1337.45,Ativo,0,38,4296,
0519-DRGTI,1,United States,California,Stockton,95219,"38.029729, -121.387999",38.029729,-121.387999,Female,Não,Sim,Sim,20,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,20.35,442.6,Ativo,0,49,2522,
1907-YLNYW,1,United States,California,Gasquet,95543,"41.867908, -123.794144",41.867908,-123.794144,Male,Não,Não,Não,8,Sim,Não,Presencial,Sim,Não,Sim,Não,Não,Sim,Mensal,Sim,Boleto Digital,66.7,579,Ativo,0,35,4490,
3082-VQXNH,1,United States,California,Hat Creek,96040,"40.789799, -121.474529",40.789799,-121.474529,Male,Não,Sim,Não,3,Não,Não participa,Presencial,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cartão de Crédito Recorrente,29.8,94.4,Ativo,0,32,5614,
2626-VEEWG,1,United States,California,Sun City,92587,"33.69887, -117.25071",33.69887,-117.25071,Male,Não,Sim,Sim,67,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Sim,Cartão de Crédito Recorrente,19.4,1284.2,Ativo,0,70,4890,
4077-HWUYD,1,United States,California,Modesto,95354,"37.639029, -120.964772",37.639029,-120.964772,Male,Não,Sim,Sim,72,Sim,Sim,Presencial,Sim,Sim,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Sim,Débito Automático,87.55,6463.15,Ativo,0,43,5341,
9488-HGMJH,1,United States,California,Indian Wells,92210,"33.537646, -116.291089",33.537646,-116.291089,Female,Sim,Não,Não,1,Sim,Não,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,71.15,71.15,Desistente,1,85,5287,Competitor made better offer
7136-IHZJA,1,United States,California,Santa Fe Springs,90670,"33.933565, -118.062611",33.933565,-118.062611,Female,Não,Sim,Sim,40,Sim,Não,Presencial,Sim,Sim,Não,Sim,Não,Sim,Mensal,Sim,Boleto Impresso,71.35,2847.2,Ativo,0,43,5807,
1599-EAHXY,1,United States,California,Gold Run,95717,"39.170376, -120.838404",39.170376,-120.838404,Male,Não,Sim,Sim,60,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Não,Cartão de Crédito Recorrente,23.95,1506.4,Ativo,0,71,5449,
6128-DAFVY,1,United States,California,Willits,95490,"39.492046, -123.375818",39.492046,-123.375818,Female,Não,Não,Não,56,Não,Não participa,Presencial,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cartão de Crédito Recorrente,44.85,2564.95,Ativo,0,27,4021,
5593-SUAOO,1,United States,California,Boonville,95415,"39.025867, -123.381544",39.025867,-123.381544,Female,Não,Sim,Sim,24,Sim,Sim,Híbrido,Não,Sim,Sim,Não,Não,Não,Anual,Não,Débito Automático,83.15,2033.05,Ativo,0,53,2404,
7169-YWAMK,1,United States,California,Sunol,94586,"37.587494, -121.862856",37.587494,-121.862856,Male,Não,Sim,Sim,72,Sim,Não,Presencial,Sim,Sim,Não,Sim,Sim,Não,Plano de Ciclo Completo,Não,Débito Automático,68.4,4855.35,Ativo,0,79,5504,
1680-VDCWW,1,United States,California,Los Angeles,90023,"34.017697, -118.200577",34.017697,-118.200577,Male,Não,Sim,Não,12,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Não,Débito Automático,19.8,202.25,Ativo,0,77,5279,
9746-YKGXB,1,United States,California,Sacramento,95838,"38.646096, -121.442433",38.646096,-121.442433,Male,Não,Sim,Sim,52,Não,Não participa,Presencial,Sim,Não,Sim,Não,Não,Sim,Anual,Não,Débito Automático,44.25,2276.1,Ativo,0,30,6340,
4815-GBTCD,1,United States,California,Wishon,93669,"37.287758, -119.548156",37.287758,-119.548156,Female,Não,Sim,Não,4,Não,Não participa,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,25.15,99.95,Ativo,0,31,3891,
9644-UMGQA,1,United States,California,Penn Valley,95946,"39.203817, -121.19584",39.203817,-121.19584,Male,Não,Sim,Sim,6,Sim,Não,Presencial,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,49.15,295.65,Ativo,0,43,4076,
9239-ZBZZV,1,United States,California,Los Angeles,90011,"34.00709, -118.258681",34.00709,-118.258681,Female,Não,Não,Não,6,Não,Não participa,Presencial,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Boleto Digital,47.95,305.1,Desistente,1,80,2240,Competitor had better devices
7632-MNYOY,1,United States,California,Tahoe Vista,96148,"39.24124, -120.054765",39.24124,-120.054765,Male,Sim,Não,Não,66,Sim,Sim,Híbrido,Não,Sim,Sim,Sim,Sim,Sim,Anual,Não,Cartão de Crédito Recorrente,110.9,7432.05,Desistente,1,93,4389,Attitude of service provider
3279-DYZQM,1,United States,California,Santa Clarita,91350,"34.502432, -118.41459",34.502432,-118.41459,Male,Não,Sim,Sim,71,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Boleto Impresso,19.45,1378.45,Ativo,0,63,5497,
1038-ZAGBI,1,United States,California,Fresno,93711,"36.833002, -119.82947",36.833002,-119.82947,Female,Não,Sim,Não,12,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Não,Débito Automático,19.8,229.6,Desistente,1,94,2653,Competitor offered higher download speeds
0404-SWRVG,1,United States,California,La Habra,90631,"33.940619, -117.9513",33.940619,-117.9513,Male,Não,Não,Sim,3,Sim,Sim,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,74.4,229.55,Desistente,1,76,4415,Product dissatisfaction
8992-VONJD,1,United States,California,Long Beach,90822,"33.778436, -118.118648",33.778436,-118.118648,Female,Não,Não,Sim,13,Sim,Não,Presencial,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,56.0,764.55,Ativo,0,22,5156,
2927-CVULT,1,United States,California,Ramona,92065,"33.044541, -116.833922",33.044541,-116.833922,Female,Não,Sim,Sim,53,Sim,Sim,Híbrido,Sim,Sim,Sim,Sim,Não,Sim,Plano de Ciclo Completo,Sim,Débito Automático,104.05,5566.4,Ativo,0,43,4190,
9442-JTWDL,1,United States,California,Heber,92249,"32.730583, -115.501083",32.730583,-115.501083,Female,Não,Não,Não,11,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Não,Cartão de Crédito Recorrente,20.05,237.7,Ativo,0,48,5355,
2876-GZYZC,1,United States,California,Cerritos,90703,"33.8681, -118.067402",33.8681,-118.067402,Female,Não,Não,Não,13,Sim,Sim,Híbrido,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Boleto Digital,85.95,1215.65,Ativo,0,58,5886,
6674-KVJHG,1,United States,California,Lake Arrowhead,92352,"34.2565, -117.19335",34.2565,-117.19335,Female,Não,Não,Não,11,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Não,Boleto Digital,25.2,245.15,Ativo,0,55,4998,
7783-YKGDV,1,United States,California,March Air Reserve Base,92518,"33.888323, -117.277533",33.888323,-117.277533,Female,Não,Não,Não,12,Sim,Sim,Híbrido,Sim,Sim,Sim,Não,Não,Sim,Mensal,Sim,Débito Automático,99.7,1238.45,Desistente,1,76,2538,Lack of affordable download/upload speed
1934-MKPXS,1,United States,California,Nicolaus,95659,"38.788898, -121.608624",38.788898,-121.608624,Male,Não,Sim,Não,33,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Não,Cartão de Crédito Recorrente,20.1,620.55,Ativo,0,59,3636,
7643-RCHXS,1,United States,California,Montgomery Creek,96065,"40.877552, -121.885884",40.877552,-121.885884,Female,Não,Sim,Sim,63,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Boleto Digital,19.35,1263.85,Ativo,0,23,4566,
4860-IJUDE,1,United States,California,Ripon,95366,"37.750778, -121.13238",37.750778,-121.13238,Male,Não,Não,Não,13,Sim,Não,Híbrido,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito Recorrente,73.75,956.65,Ativo,0,78,2070,
7382-DFJTU,1,United States,California,Lakeshore,93634,"37.290606, -119.216328",37.290606,-119.216328,Male,Não,Não,Não,18,Sim,Não,Presencial,Não,Não,Sim,Sim,Não,Não,Mensal,Não,Cartão de Crédito Recorrente,55.2,1058.1,Ativo,0,44,2110,
4505-EXZHB,1,United States,California,Ducor,93218,"35.846067, -119.004073",35.846067,-119.004073,Female,Sim,Não,Não,6,Sim,Não,Híbrido,Não,Não,Sim,Não,Não,Não,Mensal,Não,Boleto Digital,74.4,434.1,Desistente,1,100,3964,Competitor offered more data
6961-VCPMC,1,United States,California,North Palm Springs,92258,"33.906496, -116.569499",33.906496,-116.569499,Male,Sim,Sim,Não,46,Sim,Não,Híbrido,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Boleto Digital,80.4,3605.2,Desistente,1,75,4876,Competitor offered more data
7410-OIEDU,1,United States,California,Culver City,90230,"33.993991, -118.39704",33.993991,-118.39704,Male,Não,Não,Não,10,Sim,Não,Híbrido,Sim,Não,Sim,Não,Não,Não,Mensal,Sim,Boleto Impresso,79.85,887.35,Ativo,0,38,5983,
6641-XRPSU,1,United States,California,San Lorenzo,94580,"37.676249, -122.132415",37.676249,-122.132415,Female,Não,Não,Não,34,Sim,Não,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito Recorrente,70.0,2416.1,Desistente,1,93,2318,Competitor offered more data
4176-RELJR,1,United States,California,Elmira,95625,"38.349195, -121.902943",38.349195,-121.902943,Male,Sim,Não,Não,67,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Cartão de Crédito Recorrente,25.1,1672.15,Ativo,0,26,6388,
8640-SDGKB,1,United States,California,Los Angeles,90066,"34.002028, -118.430656",34.002028,-118.430656,Male,Não,Não,Não,4,Sim,Não,Presencial,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Boleto Digital,74.4,299.7,Desistente,1,69,3633,Attitude of support person
1840-BIUOG,1,United States,California,Hayward,94545,"37.62984, -122.120843",37.62984,-122.120843,Male,Não,Não,Não,20,Sim,Sim,Presencial,Não,Sim,Não,Sim,Sim,Não,Anual,Sim,Boleto Digital,68.7,1416.2,Ativo,0,73,2989,
5583-SXDAG,1,United States,California,Alhambra,91803,"34.074736, -118.145959",34.074736,-118.145959,Male,Não,Sim,Não,1,Sim,Não,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Não,Boleto Digital,70.0,70,Desistente,1,97,4094,Don't know
9753-OYLBX,1,United States,California,San Diego,92122,"32.85723, -117.209774",32.85723,-117.209774,Female,Não,Não,Não,1,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,20.5,20.5,Ativo,0,54,4454,
8519-QJGJD,1,United States,California,Twain,95984,"40.022184, -121.062384",40.022184,-121.062384,Female,Não,Não,Não,14,Sim,Não,Híbrido,Não,Não,Sim,Não,Não,Não,Mensal,Não,Boleto Digital,75.35,1025.95,Desistente,1,71,4995,Attitude of service provider
3572-UOLYZ,1,United States,California,San Jose,95118,"37.255479, -121.889838",37.255479,-121.889838,Female,Não,Não,Sim,46,Sim,Sim,Híbrido,Não,Não,Sim,Sim,Não,Não,Mensal,Sim,Débito Automático,84.8,3958.85,Ativo,0,39,5756,
3059-NGMXB,1,United States,California,San Jose,95124,"37.257063, -121.923037",37.257063,-121.923037,Male,Não,Sim,Sim,14,Sim,Sim,Presencial,Sim,Sim,Não,Não,Não,Sim,Mensal,Não,Boleto Impresso,69.2,944.65,Ativo,0,24,2871,
6979-TNDEU,1,United States,California,Sacramento,95841,"38.660442, -121.346321",38.660442,-121.346321,Female,Não,Não,Não,8,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,19.2,156.85,Ativo,0,42,2879,
2219-MVUSO,1,United States,California,North Hollywood,91601,"34.1692, -118.372498",34.1692,-118.372498,Male,Não,Não,Não,8,Sim,Não,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Impresso,45.15,438.4,Desistente,1,100,3721,Don't know
1472-TNCWL,1,United States,California,El Sobrante,94803,"37.963995, -122.288296",37.963995,-122.288296,Male,Não,Não,Sim,36,Sim,Não,Híbrido,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Boleto Digital,94.7,3512.5,Ativo,0,76,4671,
0495-ZBNGW,1,United States,California,Loma Mar,94021,"37.266388, -122.26308",37.266388,-122.26308,Male,Sim,Sim,Não,5,Sim,Sim,Híbrido,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Débito Automático,79.9,343.95,Desistente,1,90,4324,Competitor offered more data
3733-ZEECP,1,United States,California,Inglewood,90301,"33.956445, -118.358634",33.956445,-118.358634,Male,Não,Sim,Sim,22,Sim,Não,Presencial,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Boleto Digital,51.1,1232.9,Ativo,0,34,5329,
1623-NLDOT,1,United States,California,Lancaster,93534,"34.727529, -118.153098",34.727529,-118.153098,Female,Não,Sim,Não,42,Não,Não participa,Presencial,Não,Sim,Não,Sim,Não,Não,Anual,Não,Boleto Impresso,33.55,1445.3,Desistente,1,82,2044,Competitor had better devices
3724-UCSHY,1,United States,California,Reedley,93654,"36.636638, -119.421842",36.636638,-119.421842,Male,Não,Sim,Sim,6,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,19.55,122.9,Ativo,0,25,3072,
0118-JPNOY,1,United States,California,Le Grand,95333,"37.249377, -120.249581",37.249377,-120.249581,Female,Sim,Não,Não,26,Sim,Não,Híbrido,Sim,Não,Não,Não,Sim,Não,Mensal,Sim,Cartão de Crédito Recorrente,85.8,2193.65,Ativo,0,46,5700,
4628-CTTLA,1,United States,California,Sanger,93657,"36.819628, -119.440414",36.819628,-119.440414,Male,Não,Não,Não,57,Não,Não participa,Presencial,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Boleto Digital,39.3,2111.45,Desistente,1,66,4917,Lack of self-service on Website
4522-XRWWI,1,United States,California,Manton,96059,"40.426679, -121.850421",40.426679,-121.850421,Male,Não,Sim,Não,42,Sim,Sim,Presencial,Sim,Não,Não,Sim,Sim,Sim,Anual,Não,Cartão de Crédito Recorrente,80.45,3375.9,Ativo,0,62,4397,
8058-INTPH,1,United States,California,Oceanside,92056,"33.194742, -117.29032",33.194742,-117.29032,Female,Não,Não,Não,1,Sim,Não,Híbrido,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Boleto Digital,79.65,79.65,Desistente,1,71,2119,Competitor offered more data
4583-PARNH,1,United States,California,Kerman,93630,"36.727418, -120.123526",36.727418,-120.123526,Male,Sim,Sim,Não,16,Sim,Não,Híbrido,Não,Não,Sim,Sim,Não,Sim,Mensal,Sim,Boleto Digital,91.55,1540.05,Ativo,0,46,4045,
2823-LKABH,1,United States,California,Rancho Mirage,92270,"33.763678, -116.429928",33.763678,-116.429928,Female,Não,Não,Não,18,Sim,Sim,Híbrido,Não,Não,Sim,Sim,Não,Sim,Mensal,Sim,Débito Automático,95.05,1679.4,Ativo,0,60,4524,
5760-WRAHC,1,United States,California,Fontana,92336,"34.136367, -117.460803",34.136367,-117.460803,Female,Sim,Não,Não,22,Sim,Não,Presencial,Sim,Não,Sim,Sim,Não,Sim,Mensal,Sim,Boleto Impresso,69.75,1545.4,Ativo,0,32,3509,
